timestamp,mocha_price,unflavor_price
2023-11-21 15:44:12,142.794,142.794
2023-11-21 16:29:52,142.794,142.794
2023-11-21 16:30:01,142.794,142.794
2023-11-21 16:30:04,142.794,142.794
2023-11-21 17:30:04,142.794,142.794
2023-11-21 19:10:44,142.794,142.794
